date,open,high,low,close,volume,dividends,stock_splits,macro_usdtry_close,macro_usdtry_return,macro_eurtry_close,macro_eurtry_return,macro_bist100_close,macro_bist100_return,macro_gold_close,macro_gold_return,macro_brent_close,macro_brent_return,macro_sp500_close,macro_sp500_return,sma_20,sma_50,sma_200,rsi_14,rsi_7,macd_12_26_9,macdh_12_26_9,macds_12_26_9,bbb_20_2.0_2.0,bbl_20_2.0_2.0,bbm_20_2.0_2.0,bbp_20_2.0_2.0,bbu_20_2.0_2.0,atrr_14,adxr_14_2,adx_14,dmn_14,dmp_14,rsi_14_slope_3,rsi_14_slope_5,rsi_14_accel_5,macd_12_26_9_slope_3,macd_12_26_9_slope_5,macd_12_26_9_accel_5,macdh_12_26_9_slope_3,macdh_12_26_9_slope_5,macdh_12_26_9_accel_5,dist_sma_20,ma_slope_20,dist_sma_50,ma_slope_50,dist_sma_200,ma_slope_200,bb_width,bb_pct,bb_width_trend,rolling_std_20,volatility_regime,return_1d,return_3d,return_5d,return_10d,return_20d,dist_20d_high,dist_20d_low,high_low_range_pct,volume_sma_5,volume_sma_20,volume_sma_50,relative_volume,volume_change_1d,volume_zscore_20,obv,obv_change_5,pv_corr_20,volume_spike,event_count_1d,event_count_5d,event_count_20d,max_event_importance_5d,days_since_last_event,positive_event_count_5d,negative_event_count_5d,contract_event_count_20d,financial_event_count_20d,target_return_1d,target_up_1d,target_gt_2pct_1d,target_gt_5pct_1d,target_return_3d,target_up_3d,target_gt_2pct_3d,target_gt_5pct_3d,target_return_5d,target_up_5d,target_gt_2pct_5d,target_gt_5pct_5d,target_return_10d,target_up_10d,target_gt_2pct_10d,target_gt_5pct_10d,target_return_20d,target_up_20d,target_gt_2pct_20d,target_gt_5pct_20d,target_max_loss_5d,target_max_gain_5d,target_max_loss_20d,target_max_gain_20d,symbol,sector,sector_mean_return_1d,rel_sector_return_1d,sector_mean_rsi,rel_sector_rsi,market_z_rsi_14,market_z_relative_volume,market_z_rolling_std_20,target_excess_mkt_1d,target_excess_sec_1d,target_rank_1d,target_outperform_1d,target_label_1d,target_excess_mkt_3d,target_excess_sec_3d,target_rank_3d,target_outperform_3d,target_label_3d,target_excess_mkt_5d,target_excess_sec_5d,target_rank_5d,target_outperform_5d,target_label_5d,target_excess_mkt_10d,target_excess_sec_10d,target_rank_10d,target_outperform_10d,target_label_10d,target_excess_mkt_20d,target_excess_sec_20d,target_rank_20d,target_outperform_20d,target_label_20d
2020-08-14,0.9493713372741373,0.9516533425775168,0.8603674173355103,0.8603674173355103,6312484,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10610109518641675,,,,,,,0.0,,,0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,-0.06100756725001155,0,0,0,-0.11405819501377601,0,0,0,-0.1856764697528226,0,0,0,-0.09814293047870493,0,0,0,-0.01591436391939627,0,0,0,,,,,MSGYO.IS,Other,,,,,,,,-0.06612527400374707,-0.06612527400374707,0.03314917127071823,0,0,-0.13743967853434422,-0.13743967853434422,0.024861878453038673,0,0,-0.20493744764742308,-0.20493744764742308,0.022099447513812154,0,0,-0.14951596447749838,-0.14951596447749838,0.052486187845303865,0,0,-0.16400161951118658,-0.16400161951118658,0.12154696132596685,0,0
2020-08-17,0.7759284620782415,0.9356785277820456,0.7759284620782415,0.8078784942626953,30700393,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06100756725001155,,,,,,,0.19774021321064983,,,,,3.8634409211967906,,-30700393.0,,,0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,-0.0790962665353987,0,0,0,-0.0734468441381525,0,0,0,-0.05084708873102106,0,0,0,-0.05649739647890151,0,0,0,0.03672316384180796,1,1,0,,,,,MSGYO.IS,Other,0.005117706753735523,-0.06612527400374707,47.21407624633431,-47.21407624633431,-0.9443629811722483,,,-0.08596300905139424,-0.08596300905139424,0.027624309392265192,0,0,-0.09713161433003697,-0.09713161433003697,0.052486187845303865,0,0,-0.07532483057141472,-0.07532483057141472,0.09116022099447514,0,0,-0.10385709263290069,-0.10385709263290069,0.13259668508287292,0,0,-0.13181047235389343,-0.13181047235389343,0.292817679558011,0,1
2020-08-18,0.7759282994302291,0.7987502086963723,0.7302853378639471,0.7439783215522766,15408820,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0790962665353987,,,,,,,0.09202535725715277,,,,,-0.4980904641839601,,-46109213.0,,,0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.02453988319873157,1,1,0,-0.05828246294530037,0,0,0,0.058282623177508874,1,1,1,0.036810065146410276,1,1,0,0.1411049693215407,1,1,1,,,,,MSGYO.IS,Other,0.006866742515995544,-0.08596300905139424,50.362451924052976,-50.362451924052976,-1.0921740676520175,,,0.013801958172607813,0.013801958172607813,0.7790055248618785,1,3,-0.06499518998842191,-0.06499518998842191,0.10497237569060773,0,0,0.049473330281861974,0.049473330281861974,0.8259668508287292,1,4,-0.011806022652163614,-0.011806022652163614,0.5718232044198895,1,2,-0.04178717896131909,-0.04178717896131909,0.6132596685082873,1,3
2020-08-19,0.7690823362756063,0.7827753217480449,0.6960533978174588,0.7622354626655579,11662980,0.0,0.0,,,,,,,,,,,,,,,,2.567056009584795,5.323220083787049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02453988319873157,-0.11405819501377601,,,,,,0.11377314252385633,,,,,-0.24309713527706855,,-34446233.0,,,0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,-0.017964388859126212,0,0,0,0.005988650934076745,1,0,0,0.00898258541533914,1,0,0,0.041916099300690624,1,1,0,0.09880265297924518,1,1,1,,,,,MSGYO.IS,Other,0.010737925026123758,0.013801958172607813,53.51430610136865,-50.94725009178386,-1.2077149878889075,,,-0.02365912688062108,-0.02365912688062108,0.1685082872928177,0,0,-0.0009136394718519871,-0.0009136394718519871,0.6160220994475138,1,3,0.0022087420192825327,0.0022087420192825327,0.6298342541436464,1,3,-0.0024336411235310884,-0.0024336411235310884,0.6353591160220995,1,3,-0.09823628765384465,-0.09823628765384465,0.5441988950276243,1,2
2020-08-20,0.6892071857967879,0.7713642297259203,0.6892071857967879,0.7485423684120178,8915364,0.0,0.0,,,,,,,,,,,,,,,,2.514911150343109,5.086305143895887,,,,,,,,,,,,,,2.514911150343109,,,,,,,,,,,,,,,,,,,,-0.017964388859126212,-0.0734468441381525,,,,,,0.10975603706096572,14600008.2,,,,-0.23558438752360034,,-43361597.0,,,0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,-0.06402434630305298,0,0,0,0.05183001383052077,1,1,1,0.045732767966637944,1,1,0,0.027439915588356012,1,1,0,0.11280589645686567,1,1,1,-0.07926757040752963,0.10975714446710727,,,MSGYO.IS,Other,0.005694738021494867,-0.02365912688062108,54.36039656035875,-51.84548541001564,-1.3142606656842832,,,-0.054630733811604076,-0.054630733811604076,0.0718232044198895,0,0,0.05876527359771274,0.05876527359771274,0.8756906077348067,1,4,0.026949758821975776,0.026949758821975776,0.7513812154696132,1,3,-0.011640153187629301,-0.011640153187629301,0.6104972375690608,1,3,-0.09414757211370756,-0.09414757211370756,0.56353591160221,1,2
2020-08-21,0.7302854080738969,0.7508252664548815,0.693771320965726,0.7006174325942993,16531606,0.0,0.0,,,,,,,,,,,,,,,,2.3360550132095512,4.30412066116565,,,,,,,,,,,,,,2.3360550132095512,,,,,,,,,,,,,,,,,,,,-0.06402434630305298,-0.05828246294530037,-0.1856764697528226,,,,,0.08143380800259531,16643832.6,,,,0.8542827864347435,,-59893203.0,-inf,,0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.09446352475368824,1,1,1,0.09772077033215609,1,1,1,0.10749233691865445,1,1,1,0.1009777606872655,1,1,1,0.16938178947305738,1,1,1,-0.016285919451289654,0.18566881529850954,,,MSGYO.IS,Other,-0.009393612491448908,-0.054630733811604076,51.67864628028344,-49.342591267073885,-1.3471825447923702,,,0.0836443080053854,0.0836443080053854,0.9475138121546961,1,4,0.08706958215686306,0.08706958215686306,0.9226519337016574,1,4,0.07515563668526772,0.07515563668526772,0.8895027624309392,1,4,0.04340126249999112,0.04340126249999112,0.7817679558011049,1,3,-0.05842888845286465,-0.05842888845286465,0.6464088397790055,1,3
2020-08-24,0.698335350236809,0.7668002247810364,0.6892072335208992,0.7668002247810364,18871573,0.0,0.0,,,,,,,,,,,,,,,,11.677630765479517,23.306068487717976,,,,,,,,,,,,,,9.11057475589472,11.677630765479517,6.595663605551612,,,,,,,,,,,,,,,,,,0.09446352475368824,0.005988650934076745,-0.05084708873102106,,,,,0.1011906214324523,14278068.6,,,,0.1415450501300357,,-41021630.0,0.3361923412511365,,0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.026785470680283252,1,1,0,0.020833402967934234,1,1,0,-0.005953000492119109,0,0,0,0.03571357224880689,1,1,0,0.02380935909246129,1,1,0,-0.02678644080689241,0.08333333042354929,,,MSGYO.IS,Other,0.010819216748302848,0.0836443080053854,53.184969143933834,-41.50733837845432,-1.1997825833890294,,,0.03538993052333705,0.03538993052333705,0.8867403314917127,1,4,0.00394008338123605,0.00394008338123605,0.6657458563535912,1,3,-0.02814800361023848,-0.02814800361023848,0.48066298342541436,0,2,-0.035669098295588286,-0.035669098295588286,0.5082872928176796,1,2,-0.18975882945142758,-0.18975882945142758,0.32320441988950277,0,1
2020-08-25,0.7736463451294381,0.8307002412815663,0.7462603759492273,0.7873393297195435,45990322,0.0,0.0,,,,,,,,,,,,,,,,14.413603284826202,28.450028310853885,,,,,,,,,,,,,,11.898692134483092,14.413603284826202,9.562637121273541,,,,,,,,,,,,,,,,,,0.026785470680283252,0.05183001383052077,0.058282623177508874,,,,,0.10724710699059971,20394369.0,,,,1.4370158226873828,,4968692.0,-1.1077592020492737,,0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,-0.023188250878430017,0,0,0,-0.014492978540523005,0,0,0,-0.020290003408188872,0,0,0,-0.002898474581891186,0,0,0,0.04637642605297665,1,1,0,-0.05507286982174653,0.023188392634326815,,,MSGYO.IS,Other,-0.008604459843053794,0.03538993052333705,50.57883358640882,-36.16523030158262,-1.1072150521194373,,,-0.03143141521129472,-0.03143141521129472,0.09668508287292818,0,0,-0.0442633032567316,-0.0442633032567316,0.12154696132596685,0,0,-0.05894535428918986,-0.05894535428918986,0.2154696132596685,0,1,-0.09400393287492742,-0.09400393287492742,0.23756906077348067,0,1,-0.20127563297363005,-0.20127563297363005,0.3259668508287293,0,1
2020-08-26,0.7873393513175683,0.8055963948195847,0.7645174399224047,0.7690823078155518,18594821,0.0,0.0,,,,,,,,,,,,,,,,13.998500502924841,26.59986043157001,,,,,,,,,,,,,,11.66244548971529,11.431444493340045,2.5518707338205697,,,,,,,,,,,,,,,,,,-0.023188250878430017,0.09772077033215609,0.00898258541533914,,,,,0.053412950057137275,21780737.2,,,,-0.5956796953933048,,-13626129.0,-0.6044232470935211,,0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.017804303785303732,1,0,0,-0.008902616898627147,0,0,0,0.032640319428104636,1,1,0,0.017804303785303732,1,0,0,0.053411826341968505,1,1,1,-0.03264151866722509,0.09198762787692072,,,MSGYO.IS,Other,0.008243164332864704,-0.03143141521129472,52.141693165183554,-38.14319266225871,-1.2270854350993379,,,0.0005754405686403362,0.0005754405686403362,0.6215469613259669,1,3,-0.030956216860612576,-0.030956216860612576,0.39226519337016574,0,1,-0.00373629382740559,-0.00373629382740559,0.638121546961326,1,3,-0.07606305683233758,-0.07606305683233758,0.3287292817679558,0,1,-0.20459993274844762,-0.20459993274844762,0.31767955801104975,0,1
2020-08-27,0.7804924204591214,0.7941854052512929,0.7645174302323421,0.7827752828598022,14337186,0.0,0.0,,,,,,,,,,,,,,,,15.953537945218365,30.551746643145286,,,,,,,,,,,,,,4.275907179738848,13.438626794875255,-7.622784954744244,,,,,,,,,,,,,,,,,,0.017804303785303732,0.020833402967934234,0.045732767966637944,,,,,0.03790101152729478,22865101.6,,,,-0.22896886181372755,,711057.0,-1.0163983120824631,,0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,-0.008746884706143931,0,0,0,-0.01457770968697436,0,0,0,-0.01749285566890202,0,0,0,0.043731606155279934,1,1,0,0.029154048758869955,1,1,0,-0.04956338096126767,0.07288564591024294,,,MSGYO.IS,Other,0.017228863216663396,0.0005754405686403362,54.642624761136744,-38.68908681591838,-1.3191006608390818,,,-0.01242310014815961,-0.01242310014815961,0.3701657458563536,0,1,-0.026692709038397003,-0.026692709038397003,0.39226519337016574,0,1,-0.0364036016509919,-0.0364036016509919,0.3729281767955801,0,1,-0.03947688537369659,-0.03947688537369659,0.5386740331491713,1,2,-0.2217977721779818,-0.2217977721779818,0.27900552486187846,0,1
